MAPSP 2017 Instance
3 parallel sessions
Row = Participant
Column = Talk
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	
17	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	59
18	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	50
19	0	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	42
20	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	0	0	38
21	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	52
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
23	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	15
24	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	38
25	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	24
26	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	1	0	0	33
27	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21
28	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	52
29	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	38
30	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
31	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
33	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	35
34	1	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	28
35	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	51
36	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	57
37	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	20
38	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	36
39	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	37
40	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	26
41	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	37
42	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	18
43	1	1	0	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	31
44	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17
45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	46
47	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	38
48	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	41
49	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	58
50	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0	50
51	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	37
52	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	32
53	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	17
54	1	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	43
55	0	1	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	30
56	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	29
57	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	20
58	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	46
